iter,current_fitness,new_fitness
0,61.28,61.28
1,61.28,173
2,61.28,99.98
3,13.85,13.85
4,13.85,99.63
5,13.85,125.57
6,13.85,94.97
7,13.85,61.28
8,13.85,52.54
9,13.85,94.97
10,13.85,61.28
11,13.85,61.28
12,13.85,179.34
13,13.85,125.57
14,13.85,94.97
15,13.85,179.34
16,13.85,52.54
17,13.85,99.63
18,13.85,61.28
19,13.85,125.57
