iter,current_fitness,new_fitness
138,0.07,62.69,0.07552236650286169
139,0.07,122.54,0.0074003508385355
140,0.07,55.96,0.09659883776533748
141,0.07,63.07,0.07446794516602807
142,0.07,30.75,0.22667186691493924
143,0.07,89.33,0.027374159010743308
144,0.07,156.14,0.0019406301954181567
145,0.07,27.95,0.246902719342932
146,0.07,150.01,0.00247854985295404
147,0.07,33.75,0.20632851454410403
148,0.07,60.01,0.08335589166951571
149,0.07,58.06,0.0895126540367632
150,0.07,39.84,0.1692713723080679
151,0.07,34.26,0.2030078792949611
152,0.07,66.76,0.0649124938467949
153,0.07,192.95,0.00044579743228098
154,0.07,19.13,0.3181254271798465
155,0.07,175.86,0.0008827371085944016
156,0.07,14.46,0.35994566078029805
157,0.07,10.29,0.39919989351435475
158,0.07,175.75,0.0008866262580317296
159,0.07,147.17,0.0027759013843352874
160,0.07,90.92,0.025730773266002992
161,0.07,179.2,0.0007724272520520955
162,0.07,97.91,0.019577550933161252
163,0.07,192.95,0.00044579743228098
164,0.07,66.76,0.0649124938467949
165,0.07,89.33,0.027374159010743308
166,0.07,153.44,0.002161476306175194
167,0.07,43.81,0.14809765682473677
168,0.07,26.48,0.2579980202208907
169,0.07,39.84,0.1692713723080679
170,0.07,90.95,0.025700707939793888
171,0.07,173.03,0.0009884337655675591
172,0.07,43.81,0.14809765682473677
173,0.07,152.38,0.0022548824667920193
174,0.07,58.06,0.0895126540367632
175,0.07,184,0.0006375755495296282
176,0.07,43.81,0.14809765682473677
177,0.07,104.78,0.01494383234509741
178,0.07,14.46,0.35994566078029805
179,0.07,19.13,0.3181254271798465
180,0.07,62.69,0.07552236650286169
181,0.07,123.28,0.007186061688450982
182,0.07,90.92,0.025730773266002992
183,0.07,55.96,0.09659883776533748
184,0.07,10.29,0.39919989351435475
185,0.07,51.57,0.113045830072079
186,0.07,99.14,0.018655180746217005
187,0.07,179.54,0.0007620013034049048
188,0.07,13.91,0.3650295855015523
189,0.07,155.01,0.0020301771155022646
190,0.07,160.69,0.0016182344896227723
191,0.07,34.26,0.2030078792949611
192,0.07,162.46,0.0015077920302337348
193,0.07,25.49,0.2656511902443482
194,0.07,97.91,0.019577550933161252
195,0.07,39.84,0.1692713723080679
196,0.07,163.54,0.0014441343854112987
197,0.07,55.96,0.09659883776533748
198,0.07,51.57,0.113045830072079
199,0.07,131.23,0.005238853384770119
